country/area,wiki-name,status,production-start-year,operator,owner,parent,lat,lng,location-accuracy,"subnational-unit-(province,-state)",gem-region,unit-id,url,country-list,discovery-year,fid-year,production---oil-(million-bbl/y),production-year---oil,production---gas-(million-m³/y),production-year---gas,"production---total-(oil,-gas-and-hydrocarbons)-(million-boe/y)"
Peru,Block 64 Oil and Gas Field (Peru),decommissioned,,Geopark,Petróleos del Perú (Petroperú) S.A. (100%),PetroPeru (100%),-3.321,-77.072,exact,Loreto,Americas,OG0004943,https://www.gem.wiki/Block_64_Oil_Block_%28Loreto%2C_Peru%29,,,,,,,,0.0
Peru,Block 67 Oil and Gas Field (Peru),shut in,,Perenco,"Perenco Peru Petroleum Limited Sucursal del Peru (5%);PVEP - Perenco Peru Limited, Sucursal del Peru (95%)",Perenco (5%);PetroVietnam (nan%);Perenco (nan%),-1.741,-75.472,exact,Loreto,Americas,OG0004944,https://www.gem.wiki/Block_67_Oil_Block_%28Loreto%2C_Peru%29,,,,0.351615,2022,0.4134220586,2022,0.3540471619707438
Peru,Block 192 Oil and Gas Field (Peru),shut in,,Frontera Energy ,Frontera Energy del Perú S.A. (100%),Frontera Energy Corporation (100%),-2.577,-76.114,exact,Loreto,Americas,OG0004945,https://www.gem.wiki/Block_192_Oil_Block_%28Loreto%2C_Peru%29,,,,0.0,2022,,,0.0
Peru,Block 31B/D Oil and Gas Field (Peru),shut in,,Maple,,,-7.442052767,-75.10848126,approximate,Loreto,Americas,OG0004946,https://www.gem.wiki/Block_31B/D_Oil_and_Gas_Block_%28Loreto%2C_Peru%29,,,,,,,,0.0
Peru,Block 31-C Oil and Gas Field (Peru),operating,,Aguaytia,Aguaytia Energy del Perú S.R.L. (100%),Orazul Energy Group S.A.C (100%),-8.328,-75.316,exact,Ucayali,Americas,OG0004947,https://www.gem.wiki/Block_31-C_Oil_and_Gas_Block_%28Ucayali%2C_Peru%29,,1961,,0.2757,2019,236.0639955,2022,1.6644644855265
Peru,Block 131 Oil and Gas Field (Peru),operating,,Cepsa,Cepsa Peruana S.A.C. (100%),Mubadala Investment Company (63%);Carlyle Group (37%),-8.801,-75.139,exact,Ucayali,Americas,OG0004949,https://www.gem.wiki/Block_131_Oil_Block_%28Ucayali%2C_Peru%29,,,,0.459986,2022,0.5167775733,2022,0.4630262024637239
Peru,Block 58 Oil and Gas Field (Peru),in development,,CNPC,CNPC Perú S.A. (100%),China National Petroleum Corporation (100%),-11.782,-73.173,exact,Cusco,Americas,OG0004950,https://www.gem.wiki/Block_58_Oil_and_Gas_Block_%28Cusco%2C_Peru%29,,2009,,,,,,0.0
India,Mumbai High Oil and Gas Field (India),operating,1976,Oil and Natural Gas Corporation,Oil and Natural Gas Corporation (100%),Oil and Natural Gas Corporation (ONGC) (100%),19.461,71.407,exact,Mumbai,Asia,OG0004951,https://www.gem.wiki/Mumbai_High_Oil_and_Gas_Block_%28India%29,,1974,,48.91,2024,5330.53,2017,80.26950799
India,Heera & Neelam Oil and Gas Field (India),operating,,Oil and Natural Gas Corporation,Oil and Natural Gas Corporation (100%),Oil and Natural Gas Corporation (ONGC) (100%),18.5925,72.29518182,exact,Mumbai,Asia,OG0004952,https://www.gem.wiki/Heera_%26_Neelam_Oil_and_Gas_Block_%28India%29,,1977,,17.7427781,2017,1054.83,2017,23.94834299
India,Bassein & Satellite Oil and Gas Field (India),operating,1988,Oil and Natural Gas Corporation,Oil and Natural Gas Corporation (100%),Oil and Natural Gas Corporation (ONGC) (100%),19.199,72.124,approximate,Mumbai,Asia,OG0004953,https://www.gem.wiki/Bassein_%26_Satellite_Oil_and_Gas_Block_%28India%29,,1976,,19.8831381,2017,10857.58,2017,83.75828124
India,Condensate Receipt Oil and Gas Field (India),operating,,Oil and Natural Gas Corporation,Oil and Natural Gas Corporation (100%),Oil and Natural Gas Corporation (ONGC) (100%),,,,Mumbai,Asia,OG0004954,https://www.gem.wiki/Condensate_Receipt_Oil_Block_%28India%29,,,,10.6584797,2017,0.0,2015,10.6584797
India,Eastern Offshore Oil and Gas Field (India),operating,,Oil and Natural Gas Corporation,Oil and Natural Gas Corporation (100%),Oil and Natural Gas Corporation (ONGC) (100%),,,,Mumbai,Asia,OG0004955,https://www.gem.wiki/Eastern_Offshore_Oil_and_Gas_Block_%28India%29,,,,0.0611322,2017,548.22,2017,3.28631046
India,Ahmedabad Oil and Gas Field (India),operating,1961,Oil and Natural Gas Corporation,Oil and Natural Gas Corporation (100%),Oil and Natural Gas Corporation (ONGC) (100%),22.989,72.654,exact,Gujarat,Asia,OG0004956,https://www.gem.wiki/Ahmedabad_Oil_and_Gas_Block_%28India%29,,1967,,9.4257203,2017,145.04,2017,10.27899062
India,Mehsana Oil and Gas Field (India),operating,,Oil and Natural Gas Corporation,Oil and Natural Gas Corporation (100%),Oil and Natural Gas Corporation (ONGC) (100%),22.94,71.53,approximate,Gujarat,Asia,OG0004957,https://www.gem.wiki/Mehsana_Oil_and_Gas_Block_%28India%29,,,,15.0202695,2017,212.33,2017,16.26940689
India,Ankleshwar Oil and Gas Field (India),operating,,Oil and Natural Gas Corporation,Oil and Natural Gas Corporation (100%),Oil and Natural Gas Corporation (ONGC) (100%),21.595,72.93,exact,Gujarat,Asia,OG0004958,https://www.gem.wiki/Ankleshwar_Oil_and_Gas_Block_%28India%29,,1960,,6.7229294,2017,1163.74,2017,13.56921182
India,Cambay (ONGC) Oil and Gas Field (India),operating,,Oil and Natural Gas Corporation,Oil and Natural Gas Corporation (100%),Oil and Natural Gas Corporation (ONGC) (100%),22.344,72.599,exact,Gujarat,Asia,OG0004959,https://www.gem.wiki/Cambay_%28ONGC%29_Oil_and_Gas_Block_%28India%29,,,,1.4614554,2017,10.47,2017,1.52305041
India,Assam Oil and Gas Field (India),operating,,Oil and Natural Gas Corporation,Oil and Natural Gas Corporation (100%),Oil and Natural Gas Corporation (ONGC) (100%),26.18,92.71,approximate,Assam,Asia,OG0004960,https://www.gem.wiki/Assam_Oil_and_Gas_Block_%28India%29,,,,7.1435981,2017,507.97,2017,10.131985610000001
India,Cauvery Oil and Gas Field (India),operating,,Oil and Natural Gas Corporation,Oil and Natural Gas Corporation (100%),Oil and Natural Gas Corporation (ONGC) (100%),11.33,78.67,approximate,Tamil Nadu,Asia,OG0004961,https://www.gem.wiki/Cauvery_Oil_and_Gas_Block_%28India%29,,,,1.9194338,2017,1193.67,2017,8.94179441
India,Rajahmundry Oil and Gas Field (India),operating,,Oil and Natural Gas Corporation,Oil and Natural Gas Corporation (100%),Oil and Natural Gas Corporation (ONGC) (100%),14.81,78.81,approximate,Andhra Pradesh,Asia,OG0004962,https://www.gem.wiki/Rajahmundry_Oil_and_Gas_Block_%28India%29,,,,2.3569615,2017,959.16,2017,7.99969978
India,Tripura Oil and Gas Field (India),operating,,Oil and Natural Gas Corporation,Oil and Natural Gas Corporation (100%),Oil and Natural Gas Corporation (ONGC) (100%),23.78,91.84,approximate,Tripura,Asia,OG0004963,https://www.gem.wiki/Tripura_Gas_Block_%28India%29,,,,0.0,2016,1440.37,2017,8.47369671
India,Greater Naharkatia Oil and Gas Field (India),operating,,Oil India Limited,Oil India Limited (100%),Oil India Limited (100%),27.36741265,95.16473792,approximate,Assam,Asia,OG0004965,https://www.gem.wiki/Greater_Naharkatia_Oil_and_Gas_Block_%28India%29,,1953,,1.4470886,2017,312.84,2017,3.28752632
India,Greater Jorajan Oil and Gas Field (India),operating,,Oil India Limited,Oil India Limited (100%),Oil India Limited (100%),27.246,95.377,exact,Assam,Asia,OG0004966,https://www.gem.wiki/Greater_Jorajan_Oil_and_Gas_Block_%28India%29,,1972,,0.9638217,2017,472.89,2017,3.74583357
India,Greater Shalmari Oil and Gas Field (India),operating,,Oil India Limited,Oil India Limited (100%),Oil India Limited (100%),27.226,95.145,exact,Assam,Asia,OG0004968,https://www.gem.wiki/Greater_Shalmari_Oil_and_Gas_Block_%28India%29,,1986,,1.1248618,2017,40.86,2017,1.36524118
India,Greater Hapjan Oil and Gas Field (India),operating,1993,Oil India Limited,Oil India Limited (100%),Oil India Limited (100%),27.428,95.472,exact,Assam,Asia,OG0004969,https://www.gem.wiki/Greater_Hapjan_Oil_and_Gas_Block_%28India%29,,1987,,9.7195067,2017,324.89,2017,11.630834570000001
India,Greater Chandmari Oil and Gas Field (India),operating,2003,Oil India Limited,Oil India Limited (100%),Oil India Limited (100%),27.32440849,94.96882739,approximate,Assam,Asia,OG0004970,https://www.gem.wiki/Greater_Chandmari_Oil_and_Gas_Block_%28India%29,,,,4.8298836,2017,535.84,2017,7.982230319999999
India,Bhogpara Oil and Gas Field (India),operating,,Oil India Limited,Oil India Limited (100%),Oil India Limited (100%),26.84511709,94.15034598,approximate,Assam,Asia,OG0004972,https://www.gem.wiki/Bhogpara_Oil_and_Gas_Block_%28India%29,,,,1.0149118,2017,18.6,2017,1.1243356
India,Greater Kathaloni Oil and Gas Field (India),operating,,Oil India Limited,Oil India Limited (100%),Oil India Limited (100%),26.72252163,94.47718922,approximate,Assam,Asia,OG0004973,https://www.gem.wiki/Greater_Kathaloni_Oil_and_Gas_Block_%28India%29,,1991,,1.0962015,2017,29.65,2017,1.2706324500000001
India,Greater Dikom Oil and Gas Field (India),operating,,Oil India Limited,Oil India Limited (100%),Oil India Limited (100%),27.418,95.067,exact,Assam,Asia,OG0004974,https://www.gem.wiki/Greater_Dikom_Oil_and_Gas_Block_%28India%29,,1990,,0.9233601,2017,175.93,2017,1.95835629
India,Central Small Oil and Gas Field (India),operating,,Oil India Limited,Oil India Limited (100%),Oil India Limited (100%),26.18,92.71,approximate,Assam,Asia,OG0004977,https://www.gem.wiki/Central_Small_Oil_and_Gas_Block_%28India%29,,,,1.7030522,2017,605.45,2017,5.26491455
India,Kumchai Oil and Gas Field (India),operating,,Oil India Limited,Oil India Limited (100%),Oil India Limited (100%),27.549,96.007,exact,Arunachal Pradesh,Asia,OG0004979,https://www.gem.wiki/Kumchai_Oil_and_Gas_Block_%28India%29,,,,24.6826022,2017,11.57,2017,24.75066851
India,Dandewala Oil and Gas Field (India),operating,1996,Oil India Limited,Oil India Limited (100%),Oil India Limited (100%),27.902,70.277,exact,Rajasthan,Asia,OG0004980,https://www.gem.wiki/Dandewala_Oil_and_Gas_Block_%28India%29,,1990,,0.0539488,2017,201.78,2017,1.24102054
India,AAP-ON-94/1 Oil and Gas Field (India),operating,,Hindustan Oil Exploration Company Limited,Hindustan Oil Exploration Company Limited (26.9%);Oil India Limited (44.1%);Indian Oil Corporation Limited (29%),Hindustan Oil Exploration Company Limited (26.9%);Oil India Limited (44.1%);Indian Oil Corporation Limited (29%),,,,,Asia,OG0004986,https://www.gem.wiki/AAP-ON-94/1_Oil_and_Gas_Block_%28India%29,,,,0.3145303,2017,52.53,2017,0.62356429
India,Cambay (Oilex) Oil and Gas Field (India),operating,,Oilex Limited,Oilex Limited (30%);Gujarat State Petroleum Corporation Limited (55%);Oilex-NL Holdings Limited (15%),Oilex Limited (30%);GSPC Group (55%);Oilex Limited (15%),22.344,72.599,exact,Gujarat,Asia,OG0005005,https://www.gem.wiki/Cambay_%28Oilex%29_Oil_and_Gas_Block_%28India%29,,,,,,1.22,2017,0.00717726
India,Bakrol Oil and Gas Field (India),operating,,Selan Exploration Technology Limited,Selan Exploration Technology Limited (100%),Selan Exploration Technology Limited (100%),24.22763982,72.3236226,approximate,Gujarat,Asia,OG0005010,https://www.gem.wiki/Bakrol_Oil_and_Gas_Block_%28India%29,,1968,,0.0332782,2017,7.21,2017,0.07569463
India,Indrora Oil and Gas Field (India),operating,,Selan Exploration Technology Limited,Selan Exploration Technology Limited (100%),Selan Exploration Technology Limited (100%),22.94,71.53,approximate,Gujarat,Asia,OG0005011,https://www.gem.wiki/Indrora_Oil_and_Gas_Block_%28India%29,,1971,,0.1332594,2017,0.14,2017,0.13408302
India,RJ-ON-90/1 Oil and Gas Field (India),operating,,Vedanta Limited (Cairn Oil & Gas),Vedanta Limited (Cairn Oil & Gas) (35%);Cairn Energy Hydrocarbons Limited (35%);Oil and Natural Gas Corporation (30%),Capricorn Energy (35%);Capricorn Energy (35%);Oil and Natural Gas Corporation (ONGC) (30%),25.95865,71.509521,approximate,Rajasthan,Asia,OG0005017,https://www.gem.wiki/RJ-ON-90/1_Oil_and_Gas_Block_%28India%29,,2004,,0.0079164,2017,813.36,2017,43.75912
India,RJ-ON/6 Oil and Gas Field (India),operating,,Focus Energy Limited,Focus Energy Limited (7%);Oil and Natural Gas Corporation (30%);Iservices Investment Limited (45.5%);Newbury Oil Company Limited (17.5%),Focus Energy Limited (7%);Oil and Natural Gas Corporation (ONGC) (30%);Indus Gas Limited (45.5%);Indus Gas Limited (17.5%),26.54,73.67,approximate,Rajasthan,Asia,OG0005018,https://www.gem.wiki/RJ-ON/6_Oil_and_Gas_Block_%28India%29,,2006,,57.7709552,2017,411.61,2017,60.192456830000005
India,Jharia Oil and Gas Field (India),operating,2012,Oil and Natural Gas Corporation,Oil and Natural Gas Corporation (74%);Coal India Limited (26%),Oil and Natural Gas Corporation (ONGC) (74%);Coal India Limited (26%),23.6918,86.3244,exact,Jharkhand,Asia,OG0005020,https://www.gem.wiki/Jharia_Oil_and_Gas_Block_%28India%29,,,,0.6094162,2017,2.0,2022,0.6211822
India,Sohagpur East Oil and Gas Field (India),shut in,,Reliance Industries Limited,Reliance Industries Limited (100%),Reliance Industries Limited (100%),23.3405,81.8837,exact,Madhya Pradesh,Asia,OG0005021,https://www.gem.wiki/Sohagpur_East_Gas_Block_%28India%29,,,,0.0,2016,0.0,2022,0.0
India,Sohagpur West Oil and Gas Field (India),operating,2017,Reliance Industries Limited,Reliance Industries Limited (100%),Reliance Industries Limited (100%),23.3176,81.5665,exact,Madhya Pradesh,Asia,OG0005022,https://www.gem.wiki/Sohagpur_West_Gas_Block_%28India%29,,,,0.0,2016,290.0,2022,1.70607
India,Raniganj East Oil and Gas Field (India),operating,2016,Essar Oil & Gas Exploration & Production Ltd,Essar Oil & Gas Exploration & Production Ltd. (100%),Essar (100%),23.5095,87.3694,exact,West Bengal,Asia,OG0005023,https://www.gem.wiki/Raniganj_East_Gas_Block_%28India%29,,,,0.0,2016,280.0,2022,1.64724
India,Raniganj West Oil and Gas Field (India),operating,,,,,23.13,87.59,approximate,West Bengal,Asia,OG0005024,https://www.gem.wiki/Raniganj_West_Gas_Block_%28India%29,,,,0.0,2016,202.62,2017,1.19201346
India,Raniganj South Oil and Gas Field (India),operating,2007,Great Eastern Energy Corp. Ltd,Great Eastern Energy Corp. Ltd. (100%),Great Eastern Energy Corp. Ltd. (100%),23.6115,86.9337,exact,,Asia,OG0005025,https://www.gem.wiki/Raniganj_South_Gas_Block_%28India%29,,,,,,110.0,2022,0.64713
India,Raniganj North Oil and Gas Field (India),in development,,,Oil and Natural Gas Corporation (74%);Coal India Limited (26%),Oil and Natural Gas Corporation (ONGC) (74%);Coal India Limited (26%),23.6764,87.1034,exact,,Asia,OG0005026,https://www.gem.wiki/Raniganj_North_Gas_Block_%28India%29,,,,,,,,0.0
India,Ravva Oil and Gas Field (India),operating,1993,Vedanta Limited (Cairn Oil & Gas),Vedanta Limited (Cairn Oil & Gas) (22.5%);ONGC (40%);Ravva Oil (Singapore) Pte. Limited (12.5%);Videocon Petroleum Limited (25%),Capricorn Energy (22.5%);Oil and Natural Gas Corporation (ONGC) (40%);Volcan Investments Ltd (12.5%);Videocon Petroleum Limited (nan%),16.487933,82.089667,exact,,Asia,OG0005027,https://www.gem.wiki/Ravva_Oil_and_Gas_Block_%28India%29,,1987,,7.47166691,2016,214.06,2017,9.48489
India,KG-OSN-2001/3 Oil and Gas Field (India),operating,,Oil and Natural Gas Corporation,Oil and Natural Gas Corporation (80%);Gujarat State Petroleum Corporation Limited (10%);Jubilant Oil & Gas Private Limited (10%),Oil and Natural Gas Corporation (ONGC) (80%);GSPC Group (10%);Jubilant Bhartia Group (10%),17.054,82.531,approximate,,Asia,OG0005028,https://www.gem.wiki/KG-OSN-2001/3_Oil_and_Gas_Block_%28India%29,,,,5.2589818,2017,108.53,2017,5.89746379
India,PY-1 Oil and Gas Field (India),operating,,Hindustan Oil Exploration Company Limited,Hindustan Oil Exploration Company Limited (100%),Hindustan Oil Exploration Company Limited (100%),,,,,Asia,OG0005029,https://www.gem.wiki/PY-1_Oil_and_Gas_Block_%28India%29,,,,0.0318855,2017,23.54,2017,0.17037132
India,PY-3 Oil and Gas Field (India),shut in,1997,Hardy Exploration & Production (India) Inc.,Hardy Exploration & Production (18%);Oil and Natural Gas Corporation (40%);Invenire Energy (21%);Hindustan Oil Exploration Company Limited (21%),Hindustan Oil Exploration Company Limited (18%);Oil and Natural Gas Corporation (ONGC) (40%);Invenire Energy (21%);Hindustan Oil Exploration Company Limited (21%),,,,,Asia,OG0005030,https://www.gem.wiki/PY-3_Oil_Block_%28India%29,,,,0.0309326,2017,,,0.0309326
India,KG-DWN-98/3 Oil and Gas Field (India),operating,2020,Reliance Industries Ltd,Reliance Industries Limited (66.7%);BP Exploration (Alpha) Limited (33.3%),Reliance Industries Limited (66.7%);BP P.L.C. (33.3%),,,,,Asia,OG0005031,https://www.gem.wiki/KG-DWN-98/3_Oil_and_Gas_Block_%28India%29,,,,0.23,2023,7045.164944,2023,41.676705365551996
India,CB-OS/2 Oil and Gas Field (India),operating,,Vedanta Limited (Cairn Oil & Gas),Vedanta Limited (Cairn Oil & Gas) (40%);Oil and Natural Gas Corporation (50%);Invenire Energy (10%),Capricorn Energy (40%);Oil and Natural Gas Corporation (ONGC) (50%);Invenire Energy (10%),22.94,71.53,approximate,Gujarat,Asia,OG0005032,https://www.gem.wiki/CB-OS/2_Oil_and_Gas_Block_%28India%29,,,,2.9255496,2017,97.69,2017,3.50025987
India,Panna-Mukta Oil and Gas Field (India),shut in,1994,Oil and Natural Gas Corporation,Oil and Natural Gas Corporation (100%),Oil and Natural Gas Corporation (ONGC) (100%),19.4054,71.9597,exact,Mahrashtra,Asia,OG0005033,https://www.gem.wiki/Panna-Mukta_Oil_and_Gas_Block_%28India%29,,1976,,3.65,2019,1446.977205,2019,12.162566897015001
India,Bokaro Oil and Gas Field (India),operating,2019,Oil and Natural Gas Corporation,Oil and Natural Gas Corporation (100%),Oil and Natural Gas Corporation (ONGC) (100%),,,,,Asia,OG0005034,https://www.gem.wiki/Bokaro_Gas_Block_%28India%29,,,,,,2.0,2022,0.011766
Bolivia,Margarita - Huacaya Oil and Gas Field (Bolivia),operating,2003,Repsol E&P Bolivia SA,Repsol (37.5%);BG Bolivia (37.5%);PAE (25%),Repsol SA (37.5%);Shell plc (37.5%);Bridas Corp. (12.5%);BP (12.5%),-21.253,-63.655,exact,Tarija,Americas,OG0005040,https://www.gem.wiki/Margarita_-_Huacaya_Gas_Complex_%28Tarija%2C_Bolivia%29,,1998,,6.5700292,2019,4139.1,2024,30.920354500000002
Bolivia,Sabalo Oil and Gas Field (Bolivia),operating,2003,Petrobras Bolivia SA,YPFB Andina SA (50%);Petrobras Bolivia (35%);TotalEnergies Bolivia (15%),YPFB (25.5%);Repsol Bolivia SA (24.2%);Other (0.3%);Petrobras (35%);TotalEnergies (15%),-21.145,-63.623,exact,Tarija,Americas,OG0005041,https://www.gem.wiki/Sabalo_Gas_Field_%28Tarija%2C_Bolivia%29,,2001,,3.23631265,2019,2482.0,2024,17.83791865
Bolivia,Incahuasi Oil and Gas Field (Bolivia),operating,2016,TotalEnergies E&P Bolivia,TotalEnergies (50%);Gazprom (20%);Tecpetrol S.A. (20%);YPFB Chaco SA (10%),TotalEnergies (50%);Gazprom (20%);Tecpetrol S.A. (20%);YPFB (10%),-20.076,-63.505,exact,Santa Cruz,Americas,OG0005042,https://www.gem.wiki/Incahuasi_Gas_Field_%28Santa_Cruz%2C_Bolivia%29,,2004,,1.92682405,2019,2894.45,2024,18.9548734
Bolivia,San Alberto Oil and Gas Field (Bolivia),operating,2001,Petrobras Bolivia SA,Petrobras (35%);YPFB (50%);TotalEnergies (15%),Petróleo Brasileiro S.A. (35%);YPFB (50%);TotalEnergies (15%),-21.902,-63.881,exact,Tarija,Americas,OG0005043,https://www.gem.wiki/San_Alberto_Gas_Field_%28Tarija%2C_Bolivia%29,,1967,,0.7065232,2019,671.6,2024,4.657546
Bolivia,Yapacani Oil and Gas Field (Bolivia),operating,1993,YPFB Andina SA,YPFB Andina SA (100%),YPFB (51%);Repsol Bolivia SA (48.3%);Other (0.7%),-17.017,-64.133,exact,Santa Cruz,Americas,OG0005044,https://www.gem.wiki/Yapacani_Gas_Field_%28Santa_Cruz%2C_Bolivia%29,,1968,,0.197465,2020,540.2,2024,3.3754616000000004
Bolivia,Rio Grande Oil and Gas Field (Bolivia),operating,1968,YPFB Andina SA,YPFB Andina SA (100%),YPFB (51%);Repsol Bolivia SA (48.3%);Other (0.7%),-18.166,-62.914,exact,Santa Cruz,Americas,OG0005045,https://www.gem.wiki/Rio_Grande_Gas_Field_%28Santa_Cruz%2C_Bolivia%29,,1961,,0.144175,2020,408.2542829,2020,2.5459349463007004
Bolivia,Bulo Bulo Oil and Gas Field (Bolivia),operating,,YPFB Chaco SA,YPFB Chaco SA (100%),YPFB (100%),-17.302,-64.398,exact,Cochabamba,Americas,OG0005046,https://www.gem.wiki/Bulo_Bulo_Gas_Field_%28Cochabamba%2C_Bolivia%29,,1964,,0.3491663,2019,330.7376469,2023,2.2948958767127
Venezuela,Zuata Principal Oil and Gas Field (Venezuela),operating,,Petro San Félix,PDVSA (60%);Corporacion Venezolana de Guayana (CVG) (40%),PDVSA (60%);Corporacion Venezolana de Guayana (CVG) (40%),8.418749184,-64.73957942,approximate,,Americas,OG0005047,https://www.gem.wiki/Zuata_Principal_Oil_Field_%28Venezuela%29,,1985,,97.82,2016,,,97.82
Venezuela,Cerro Negro (Anzoátegui) Oil and Gas Field (Venezuela),operating,,PDVSA,,,8.647817003,-63.10615457,approximate,,Americas,OG0005048,https://www.gem.wiki/Cerro_Negro_%28Anzo%C3%A1tegui%29_Oil_Field_%28Venezuela%29,,1979,,73.73,2016,,,73.73
Venezuela,Cerro Negro (Monagas) Oil and Gas Field (Venezuela),operating,,PDVSA,,,8.647817003,-63.10615457,approximate,,Americas,OG0005049,https://www.gem.wiki/Cerro_Negro_%28Monagas%29_Oil_Field_%28Venezuela%29,,1979,,107.31,2016,,,107.31
Venezuela,Huyapari Oil and Gas Field (Venezuela),operating,,"Petropiar, S.A.",PDVSA (70%);Chevron (30%),PDVSA (70%);Chevron (30%),8.32,-64.33,approximate,,Americas,OG0005051,https://www.gem.wiki/Huyapari_Oil_and_Gas_Field_%28Venezuela%29,,1980,,53.655,2016,62.01330879,2019,54.01982429561157
Venezuela,Bachaquero Oil and Gas Field (Venezuela),operating,,Petrozamora,PDVSA (60%);GazMin International Group (40%),PDVSA (60%);GazMin International Group (40%),9.71234131,-70.98982767,approximate,,Americas,OG0005052,https://www.gem.wiki/Bachaquero_Oil_Field_%28Venezuela%29,,1930,,15.33,2015,,,15.33
Venezuela,Lagunillas Oil and Gas Field (Venezuela),operating,,Petrolera Bielovenezolana,PDVSA (60%);Belorusneft (40%),PDVSA (60%);Belorusneft (40%),9.817906012,-71.03651956,approximate,,Americas,OG0005053,https://www.gem.wiki/Lagunillas_Oil_Field_%28Venezuela%29,,1925,,29.2,2015,,,29.2
Venezuela,Mulata Oil and Gas Field (Venezuela),operating,,PDVSA,,,9.414,-63.021,approximate,,Americas,OG0005054,https://www.gem.wiki/Mulata_Oil_and_Gas_Field_%28Venezuela%29,,1941,,53.655,2016,,,53.655
Venezuela,Bare Oil and Gas Field (Venezuela),operating,,PDVSA,,,8.941,-64.426,approximate,,Americas,OG0005055,https://www.gem.wiki/Bare_Oil_and_Gas_Field_%28Venezuela%29,,1950,,17.885,2016,,,17.885
Venezuela,Bloque VII Ceuta Oil and Gas Field (Venezuela),operating,,Petrozamora,PDVSA (60%);GazMin International Group (40%),PDVSA (60%);GazMin International Group (40%),9.502466799,-71.14775612,exact,,Americas,OG0005056,https://www.gem.wiki/Bloque_VII_Ceuta_Oil_Field_%28Venezuela%29,,1956,,24.82,2015,,,24.82
Venezuela,El Furrial Oil and Gas Field (Venezuela),operating,,PDVSA,,,9.414,-63.021,approximate,,Americas,OG0005057,https://www.gem.wiki/El_Furrial_Oil_Field_%28Venezuela%29,,1986,,56.94,2016,,,56.94
Venezuela,Urdaneta Oeste Oil and Gas Field (Venezuela),operating,,"Petroregional del Lago, S.A.",PDVSA (60%);Maurel & Prom (40%),PDVSA (60%);Maurel & Prom (40%),10.11154704,-71.8185787,approximate,,Americas,OG0005058,https://www.gem.wiki/Urdaneta_Oeste_Oil_Field_%28Venezuela%29,,1955,,5.5991,2018,,,5.5991
Venezuela,Santa Bárbara Oil and Gas Field (Venezuela),operating,,PDVSA,,,9.6594,-63.5168,exact,,Americas,OG0005060,https://www.gem.wiki/Santa_B%C3%A1rbara_Oil_Field_%28Venezuela%29,,1941,,50.005,2016,,,50.005
Venezuela,Uverito Oil and Gas Field (Venezuela),operating,,PDVSA,,,,,,,Americas,OG0005061,https://www.gem.wiki/Uverito_Oil_Field_%28Venezuela%29,,1979,,0.365,2016,,,0.365
Venezuela,Jobo Oil and Gas Field (Venezuela),operating,,PDVSA,,,8.940306847,-62.88598527,exact,,Americas,OG0005062,https://www.gem.wiki/Jobo_Oil_Field_%28Venezuela%29,,1953,,1.825,2016,,,1.825
Guatemala,Xan Oil and Gas Field (Guatemala),operating,1990,Perenco Gautemala Limited,Perenco (100%),Perenco (100%),17.505,-90.77,exact,,Americas,OG0005064,https://www.gem.wiki/Xan_Oil_Field_%28Guatemala%29,,1985,,2.33920603,2020,,,2.33920603
Guatemala,Rubelsanto Oil and Gas Field (Guatemala),operating,,Empresa Petrolera Del Itsmo,,,15.966,-90.416,exact,,Americas,OG0005065,https://www.gem.wiki/Rubelsanto_Oil_Field_%28Guatemala%29,,,,0.05253032,2020,,,0.05253032
Guatemala,Chinaja Oeste Oil and Gas Field (Guatemala),operating,,Empresa Petrolera Del Itsmo,,,16.036,-90.317,exact,,Americas,OG0005066,https://www.gem.wiki/Chinaja_Oeste_Oil_Field_%28Guatemala%29,,,,0.00686583,2020,,,0.00686583
Guatemala,Atzam Oil and Gas Field (Guatemala),operating,,Latin American Resources LTD,,,15.974,-90.616,exact,,Americas,OG0005071,https://www.gem.wiki/Atzam_Oil_Field_%28Guatemala%29,,,,0.05371804,2020,,,0.05371804
Cuba,Varadero Oil and Gas Field (Cuba),operating,,CUPET,CUPET (100%),CUPET (100%),23.147,-81.343,exact,Matanzas,Americas,OG0005072,https://www.gem.wiki/Varadero_Oil_Field_%28Matanzas%2C_Cuba%29,,1971,,,,,,0.0
Cuba,Yumuri-Seboruco Oil and Gas Field (Cuba),operating,,Sheritt International,CUPET (100%),CUPET (100%),23.169,-81.598,exact,Matanzas,Americas,OG0005073,https://www.gem.wiki/Yumuri-Seboruco_Oil_Complex_%28Matanzas%2C_Cuba%29,,1999,,1.309255,2019,,,1.309255
Thailand,South Baanpot Oil and Gas Field (Thailand),operating,1992,"Chevron Thailand Exploration and Production, Ltd (CTEP)","Chevron Thailand Exploration and Production., Ltd. (71.2%);Mitsui Oil Exploration Company Limited (MOECO) (23.8%);PTT Exploration and ‎‎Production Public Company Limited (PTTEP) (5%)",Chevron (71.2%);Mitsui & Co (23.8%);PTT PLC (5%),,,,,Asia,OG0005075,,,,,0.220825,2015,,,0.220825
Thailand,Chongko Oil and Gas Field (Thailand),,,"Chevron Thailand Exploration and Production, Ltd (CTEP)",,,9.632,101.158,approximate,,Asia,OG0005076,https://www.gem.wiki/Chongko_Oil_and_Gas_Field_%28Thailand%29,,,,,,,,0.0
